train_loss,epoch,step,val_loss,val_acc,train_acc
0.6941855549812317,0,49,,,
0.6088317632675171,0,99,,,
0.5148017406463623,0,149,,,
0.5205519795417786,0,199,,,
0.49875062704086304,0,249,,,
0.575430691242218,0,299,,,
0.6062870621681213,0,349,,,
0.45823806524276733,0,399,,,
0.47560206055641174,0,449,,,
,0,449,0.4812189042568207,0.7699999809265137,
,0,449,,,0.7241666913032532
0.5915260910987854,1,499,,,
0.4467960000038147,1,549,,,
0.5977215766906738,1,599,,,
0.3068608045578003,1,649,,,
0.43035072088241577,1,699,,,
0.5632219910621643,1,749,,,
0.36703047156333923,1,799,,,
0.6102135181427002,1,849,,,
0.7033305168151855,1,899,,,
,1,899,0.4534928500652313,0.7925000190734863,
,1,899,,,0.7695833444595337
0.2973696291446686,2,949,,,
0.4466305375099182,2,999,,,
0.3207623064517975,2,1049,,,
0.549640417098999,2,1099,,,
0.43248680233955383,2,1149,,,
0.3534092903137207,2,1199,,,
0.5901581645011902,2,1249,,,
0.40965917706489563,2,1299,,,
0.4556446671485901,2,1349,,,
,2,1349,0.42167067527770996,0.8206250071525574,
,2,1349,,,0.7996527552604675
0.4824981689453125,3,1399,,,
0.3436633050441742,3,1449,,,
0.3981461822986603,3,1499,,,
0.6048774123191833,3,1549,,,
0.27662521600723267,3,1599,,,
0.4264354705810547,3,1649,,,
0.37259697914123535,3,1699,,,
0.3886938989162445,3,1749,,,
0.3551085293292999,3,1799,,,
,3,1799,0.44535255432128906,0.8081250190734863,
,3,1799,,,0.8094444274902344
0.27981531620025635,4,1849,,,
0.42114707827568054,4,1899,,,
0.5475901961326599,4,1949,,,
0.4219464957714081,4,1999,,,
0.2952595353126526,4,2049,,,
0.26732301712036133,4,2099,,,
0.23830586671829224,4,2149,,,
0.3317210078239441,4,2199,,,
0.34515830874443054,4,2249,,,
,4,2249,0.3916645348072052,0.8374999761581421,
,4,2249,,,0.8231944441795349
0.39156144857406616,5,2299,,,
0.31372177600860596,5,2349,,,
0.5420998334884644,5,2399,,,
0.32449325919151306,5,2449,,,
0.5750064849853516,5,2499,,,
0.33818161487579346,5,2549,,,
0.47231170535087585,5,2599,,,
0.2998751997947693,5,2649,,,
0.4320090711116791,5,2699,,,
,5,2699,0.36381229758262634,0.8556249737739563,
,5,2699,,,0.8327777981758118
0.4115146994590759,6,2749,,,
0.3813151717185974,6,2799,,,
0.4394538998603821,6,2849,,,
0.3709922134876251,6,2899,,,
0.17964743077754974,6,2949,,,
0.3209066689014435,6,2999,,,
0.37433719635009766,6,3049,,,
0.5216571688652039,6,3099,,,
0.37138399481773376,6,3149,,,
,6,3149,0.36219459772109985,0.8550000190734863,
,6,3149,,,0.8295139074325562
0.4102829098701477,7,3199,,,
0.47779688239097595,7,3249,,,
0.3439934253692627,7,3299,,,
