train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
0.6967069506645203,0,49,,,,
0.59914231300354,0,99,,,,
0.5665128827095032,0,149,,,,
0.5129284262657166,0,199,,,,
0.37924322485923767,0,249,,,,
0.5602014064788818,0,299,,,,
0.5808103084564209,0,349,,,,
0.42757630348205566,0,399,,,,
0.45234376192092896,0,449,,,,
,0,449,0.47935786843299866,0.784375011920929,,
,0,449,,,0.7272916436195374,
0.5300904512405396,1,499,,,,
0.3789774477481842,1,549,,,,
0.5768789649009705,1,599,,,,
0.23449668288230896,1,649,,,,
0.3806300163269043,1,699,,,,
0.4584749937057495,1,749,,,,
0.3722989857196808,1,799,,,,
0.5839756727218628,1,849,,,,
0.7515318989753723,1,899,,,,
,1,899,0.4834805428981781,0.7743750214576721,,
,1,899,,,0.7904166579246521,
0.26362907886505127,2,949,,,,
0.4100193679332733,2,999,,,,
0.26864907145500183,2,1049,,,,
0.47058793902397156,2,1099,,,,
0.3813304305076599,2,1149,,,,
0.4053857922554016,2,1199,,,,
0.5930925011634827,2,1249,,,,
0.31548455357551575,2,1299,,,,
0.38983413577079773,2,1349,,,,
,2,1349,0.4280993342399597,0.8112499713897705,,
,2,1349,,,0.8223611116409302,
0.4923451542854309,3,1399,,,,
0.3507118225097656,3,1449,,,,
0.4379977285861969,3,1499,,,,
0.4896213114261627,3,1549,,,,
0.4746004343032837,3,1599,,,,
0.2799941301345825,3,1649,,,,
0.3797779083251953,3,1699,,,,
0.23415285348892212,3,1749,,,,
0.25365373492240906,3,1799,,,,
,3,1799,0.4147534668445587,0.8243749737739563,,
,3,1799,,,0.8413194417953491,
0.3102770447731018,4,1849,,,,
0.3916171193122864,4,1899,,,,
0.42335519194602966,4,1949,,,,
0.3832787573337555,4,1999,,,,
0.23639550805091858,4,2049,,,,
0.35305774211883545,4,2099,,,,
0.26900795102119446,4,2149,,,,
0.4037407636642456,4,2199,,,,
0.3000359535217285,4,2249,,,,
,4,2249,0.39548924565315247,0.8412500023841858,,
,4,2249,,,0.8552083373069763,
0.39936429262161255,5,2299,,,,
0.2447538524866104,5,2349,,,,
0.340543270111084,5,2399,,,,
0.37359461188316345,5,2449,,,,
0.4557090103626251,5,2499,,,,
0.1775326132774353,5,2549,,,,
0.5098505020141602,5,2599,,,,
0.31339192390441895,5,2649,,,,
0.3544769883155823,5,2699,,,,
,5,2699,0.3609115183353424,0.8512499928474426,,
,5,2699,,,0.8602777719497681,
0.34146368503570557,6,2749,,,,
0.2919216752052307,6,2799,,,,
0.48290058970451355,6,2849,,,,
0.45353636145591736,6,2899,,,,
0.15121319890022278,6,2949,,,,
0.29182732105255127,6,2999,,,,
0.2183639258146286,6,3049,,,,
0.1957779973745346,6,3099,,,,
0.45075324177742004,6,3149,,,,
,6,3149,0.38229283690452576,0.8537499904632568,,
,6,3149,,,0.867638885974884,
0.17985257506370544,7,3199,,,,
0.328029602766037,7,3249,,,,
0.316690057516098,7,3299,,,,
0.2251078188419342,7,3349,,,,
0.40627261996269226,7,3399,,,,
0.2533183991909027,7,3449,,,,
0.34405025839805603,7,3499,,,,
0.30478018522262573,7,3549,,,,
0.21937435865402222,7,3599,,,,
,7,3599,0.3741638958454132,0.8606250286102295,,
,7,3599,,,0.8731250166893005,
0.3374980092048645,8,3649,,,,
0.36705097556114197,8,3699,,,,
0.3280312418937683,8,3749,,,,
0.19307875633239746,8,3799,,,,
0.22517645359039307,8,3849,,,,
0.1824706643819809,8,3899,,,,
0.22780802845954895,8,3949,,,,
0.40023043751716614,8,3999,,,,
0.2307334840297699,8,4049,,,,
,8,4049,0.35484862327575684,0.8868749737739563,,
,8,4049,,,0.8777083158493042,
0.2252042293548584,9,4099,,,,
0.24752627313137054,9,4149,,,,
0.26386338472366333,9,4199,,,,
0.15142859518527985,9,4249,,,,
0.3500867486000061,9,4299,,,,
0.3025437891483307,9,4349,,,,
0.2847832441329956,9,4399,,,,
0.27209165692329407,9,4449,,,,
0.18585863709449768,9,4499,,,,
,9,4499,0.36523449420928955,0.8606250286102295,,
,9,4499,,,0.8839583396911621,
,10,4500,,,,0.8587499856948853
