train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
0.894615113735199,0,49,,,,
0.847244143486023,0,99,,,,
0.8341194987297058,0,149,,,,
0.7642757296562195,0,199,,,,
0.8917776942253113,0,249,,,,
0.7109184861183167,0,299,,,,
0.7930378913879395,0,349,,,,
0.6551232933998108,0,399,,,,
0.6949295401573181,0,449,,,,
,0,449,0.6852964162826538,0.5381249785423279,,
,0,449,,,0.49395832419395447,
0.699929416179657,1,499,,,,
0.6937247514724731,1,549,,,,
0.8202335834503174,1,599,,,,
0.710787296295166,1,649,,,,
0.6304537653923035,1,699,,,,
0.6819953918457031,1,749,,,,
0.7435741424560547,1,799,,,,
0.735082745552063,1,849,,,,
0.7259294390678406,1,899,,,,
,1,899,0.667533814907074,0.5950000286102295,,
,1,899,,,0.5273610949516296,
0.6516978144645691,2,949,,,,
0.716812789440155,2,999,,,,
0.7060164213180542,2,1049,,,,
0.6715570688247681,2,1099,,,,
0.6476770639419556,2,1149,,,,
0.7124145030975342,2,1199,,,,
0.6604611277580261,2,1249,,,,
0.682441771030426,2,1299,,,,
0.6284207701683044,2,1349,,,,
,2,1349,0.657528281211853,0.6181250214576721,,
,2,1349,,,0.5427777767181396,
0.6987152695655823,3,1399,,,,
0.6913198232650757,3,1449,,,,
0.7381994128227234,3,1499,,,,
0.6749910712242126,3,1549,,,,
0.6748491525650024,3,1599,,,,
0.6529266238212585,3,1649,,,,
0.7155129313468933,3,1699,,,,
0.7523585557937622,3,1749,,,,
0.7322031259536743,3,1799,,,,
,3,1799,0.6501917243003845,0.6462500095367432,,
,3,1799,,,0.5620138645172119,
0.6053268313407898,4,1849,,,,
0.6666509509086609,4,1899,,,,
0.7714900374412537,4,1949,,,,
0.7642887234687805,4,1999,,,,
0.7188540101051331,4,2049,,,,
0.6625117659568787,4,2099,,,,
0.7085422873497009,4,2149,,,,
0.6477253437042236,4,2199,,,,
0.6937928795814514,4,2249,,,,
,4,2249,0.6449223160743713,0.6568750143051147,,
,4,2249,,,0.5840277671813965,
0.6695561408996582,5,2299,,,,
0.7531412839889526,5,2349,,,,
0.637887179851532,5,2399,,,,
