train_loss,epoch,step,val_loss,val_acc,train_acc
0.612589418888092,0,49,,,
0.6312921643257141,0,99,,,
,0,99,0.5533653497695923,0.7256249785423279,
,0,99,,,0.6734374761581421
0.5817499756813049,1,149,,,
0.5988766551017761,1,199,,,
,1,199,0.5394373536109924,0.7418749928474426,
,1,199,,,0.7281249761581421
0.5369574427604675,2,249,,,
0.545374870300293,2,299,,,
,2,299,0.5379135608673096,0.7412499785423279,
,2,299,,,0.7571874856948853
0.5056308507919312,3,349,,,
0.5250042080879211,3,399,,,
,3,399,0.5406302809715271,0.7443749904632568,
,3,399,,,0.7756249904632568
0.5112871527671814,4,449,,,
0.5546144843101501,4,499,,,
,4,499,0.558178722858429,0.7475000023841858,
,4,499,,,0.7912499904632568
